Model,Accuracy,Balanced Acc,Macro F1,Weighted F1,Kappa,Weighted Kappa,MCC,Spearman r
TF-IDF+LR (LOPO),0.5648,0.5552,0.5491,0.5646,0.32,0.4069,0.3203,0.5782
