Model,Accuracy,Macro F1,Weighted F1,Kappa,Weighted Kappa,MCC,Spearman r,Balanced Acc
Ensemble (mean),0.5762,0.5736,0.5806,0.3415,0.4515,0.3428,0.6372,0.5784
